1506504028381042688,0.00891,0.00048,-0.00156,0.70724,-0.70669,0.00678,-0.01882,-0.02972,0.02464,0.00133,
1506504028480842240,0.01032,0.00301,-0.00205,0.70499,-0.70919,-0.00647,0.00001,-0.02711,0.03526,0.00542,
1506504028580635648,0.01559,0.00379,-0.00257,0.70646,-0.70774,-0.00361,0.00325,0.00479,0.01825,0.01684,
1506504028680467200,0.00657,0.00398,-0.00107,0.70952,-0.70461,-0.00769,0.00681,-0.06109,0.00892,0.01121,
1506504028780276736,0.00182,0.00448,0.00127,0.70931,-0.70399,-0.02381,0.02685,-0.04458,0.00287,0.02119,
1506504028880072960,0.00180,0.00522,0.00200,0.70953,-0.70291,-0.03476,0.03589,0.02403,0.02030,0.01106,
1506504028979862528,-0.00042,0.00505,0.00121,0.71558,-0.69665,-0.02996,0.04154,0.00839,0.01116,0.00354,
1506504029079655424,-0.00114,0.00418,0.00089,0.71897,-0.69294,-0.02368,0.04844,-0.00052,0.00395,0.00094,
1506504029179470336,-0.00048,0.00415,0.00097,0.71569,-0.69617,-0.02450,0.05033,-0.00041,0.00522,0.00075,
1506504029279262208,-0.00071,0.00417,0.00103,0.71614,-0.69558,-0.02513,0.05184,-0.00381,0.00548,0.00016,
1506504029379067136,-0.00079,0.00451,0.00097,0.71398,-0.69769,-0.02593,0.05279,-0.00200,0.00691,-0.00007,
1506504029478883328,-0.00058,0.00491,0.00087,0.71196,-0.69960,-0.02775,0.05387,-0.00016,0.00754,-0.00080,
1506504029578689280,-0.00029,0.00535,0.00078,0.71121,-0.70021,-0.02943,0.05497,0.00200,0.00801,-0.00039,
1506504029678492672,0.00034,0.00553,0.00056,0.71081,-0.70047,-0.03110,0.05589,0.00361,0.00963,-0.00141,
1506504029778282240,0.00134,0.00557,0.00027,0.71031,-0.70079,-0.03372,0.05679,0.00683,0.00684,-0.00143,
1506504029878062336,0.00227,0.00549,0.00006,0.71059,-0.70031,-0.03527,0.05816,0.00746,0.00612,-0.00186,
1506504029977857536,0.00295,0.00571,-0.00004,0.71108,-0.69960,-0.03647,0.05994,0.00581,0.00404,-0.00126,
1506504030077676800,0.00342,0.00564,-0.00008,0.71171,-0.69880,-0.03829,0.06066,0.00386,0.00158,-0.00073,
1506504030177475072,0.00396,0.00557,-0.00014,0.71213,-0.69816,-0.04126,0.06109,0.00342,0.00065,-0.00080,
1506504030277279488,0.00456,0.00563,-0.00015,0.71340,-0.69669,-0.04489,0.06056,0.00248,0.00144,-0.00046,
1506504030377086208,0.00454,0.00503,0.00001,0.71450,-0.69541,-0.04742,0.06030,0.00064,-0.00017,0.00143,
1506504030476884480,0.00485,0.00495,0.00006,0.71491,-0.69482,-0.04933,0.06080,-0.00055,0.00506,-0.00090,
1506504030576679424,0.00493,0.00476,0.00013,0.71538,-0.69413,-0.05093,0.06177,0.00057,0.00023,0.00079,
1506504030676470272,0.00496,0.00474,0.00021,0.71591,-0.69329,-0.05289,0.06338,0.00103,-0.00106,0.00128,
1506504030776279296,0.00528,0.00497,0.00027,0.71614,-0.69284,-0.05419,0.06466,0.00257,0.00162,0.00077,
1506504030876082176,0.00562,0.00534,0.00029,0.71615,-0.69258,-0.05548,0.06619,0.00288,0.00399,0.00048,
1506504030975901952,0.00589,0.00554,0.00030,0.71616,-0.69232,-0.05688,0.06765,0.00238,0.00351,0.00028,
1506504031075713536,0.00618,0.00565,0.00032,0.71611,-0.69214,-0.05819,0.06894,0.00241,0.00274,0.00045,
1506504031175535616,0.00633,0.00552,0.00036,0.71634,-0.69167,-0.05969,0.06990,0.00090,0.00225,0.00044,
1506504031275365888,0.00655,0.00565,0.00038,0.71645,-0.69129,-0.06107,0.07134,0.00203,0.00415,0.00054,
1506504031375200512,0.00686,0.00596,0.00036,0.71630,-0.69121,-0.06208,0.07268,0.00252,0.00410,0.00018,
1506504031475032320,0.00722,0.00604,0.00033,0.71640,-0.69092,-0.06282,0.07389,0.00637,0.01010,0.00075,
1506504031574869504,0.00766,0.00634,0.00031,0.71630,-0.69087,-0.06325,0.07499,0.00388,-0.00176,0.00046,
1506504031674703104,0.00798,0.00665,0.00035,0.71637,-0.69056,-0.06449,0.07605,0.00170,0.00308,0.00052,
1506504031774521344,0.00816,0.00663,0.00035,0.71643,-0.69029,-0.06555,0.07705,0.00274,0.00387,0.00010,
1506504031874332160,0.00835,0.00668,0.00034,0.71642,-0.69009,-0.06666,0.07796,0.00171,0.00315,0.00037,
1506504031974134784,0.00877,0.00693,0.00034,0.71634,-0.68993,-0.06758,0.07922,0.00278,0.00338,-0.00001,
1506504032073943040,0.00896,0.00703,0.00033,0.71640,-0.68962,-0.06871,0.08052,0.00255,0.00315,0.00056,
1506504032173779968,0.00919,0.00717,0.00035,0.71658,-0.68920,-0.06970,0.08158,0.00209,0.00287,0.00064,
1506504032273603328,0.00926,0.00699,0.00039,0.71692,-0.68860,-0.07103,0.08253,0.00100,0.00150,0.00059,
1506504032373400576,0.00938,0.00717,0.00044,0.71705,-0.68823,-0.07215,0.08351,0.00089,0.00263,0.00049,
1506504032473205248,0.00956,0.00726,0.00050,0.71779,-0.68732,-0.07303,0.08391,0.00206,0.00325,0.00049,
1506504032572998400,0.00993,0.00740,0.00053,0.71791,-0.68697,-0.07441,0.08448,0.00248,0.00412,0.00025,
